Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,tenure,TotalCharges
0,57,1,0,0.31,1,154.2,78,46.1,9.84,10.1,31,1429.1000000000001
0,127,1,1,3.13,1,143.2,99,70.3,8.5,11.6,69,4850.7
0,122,0,1,3.43,1,216.4,80,93.3,12.49,12.7,64,5971.2
0,33,1,1,2.3,1,161.9,85,64,7.56,8.5,63,4032
0,94,1,0,0,3,118.7,90,38,10.26,10.4,51,1938
0,100,1,0,0,1,179.1,123,48,9.83,10.2,18,864
0,106,1,0,0,2,147.9,97,43,10.47,8.8,16,688
0,148,1,1,4.46,2,209.2,110,90.6,5.83,16.5,53,4801.799999999999
0,120,1,1,2.86,0,244.3,140,97.6,16.12,10.6,52,5075.2
0,91,1,1,1.51,1,175.3,96,68.1,13.12,5.6,35,2383.5
0,86,1,0,0,1,150.5,92,36,6.02,9,28,1008
0,78,1,1,3.56,0,197.4,73,94.6,14.79,13.2,14,1324.3999999999999
0,94,1,0,0,1,163.5,136,41,7.19,12.6,3,123
1,85,1,0,0,2,236.9,93,58,9.89,11.4,38,2204
0,89,1,0,0,1,82.3,77,29,8.36,7.2,36,1044
0,128,1,0,0,1,216,111,50,7.69,12.7,33,1650
0,115,0,0,0,1,180,119,48,9.94,12.4,34,1632
0,76,1,0,0,1,143.7,55,40,8.66,5.8,47,1880
0,75,1,1,3.05,1,198.2,107,88.5,14.02,11.3,37,3274.5
0,90,1,1,3,2,185.6,106,81,10.99,11.1,37,2997
0,30,1,0,0,3,137.6,108,38,8.1,5.8,20,760
1,105,0,0,0,1,273.9,119,71,13.93,10.9,65,4615
0,102,1,1,1.7,3,125.3,92,51,7.06,6.3,12,612
0,83,1,0,0,3,178.8,102,45,8.4,8.6,14,630
0,63,1,1,2.21,0,214.9,86,76.1,9.91,8.2,31,2359.1
0,155,1,0,0,2,163,93,46,10.2,15.1,68,3128
0,82,1,1,2.38,2,163.8,77,63.8,6.75,8.8,7,446.59999999999997
0,87,1,0,0,1,189.5,113,50,10.25,13.4,20,1000
0,115,1,1,1.22,0,155.2,110,59.2,11.55,4.5,45,2664
1,99,0,0,0,0,242.3,102,72,17.55,11.3,15,1080
0,121,0,1,2.35,3,254.1,127,82.5,9.01,8.7,72,5940
0,54,1,1,3.05,2,112,90,67.5,10.4,11.3,37,2497.5
0,105,1,0,0.24,3,115.5,73,45.4,13.37,13.3,19,862.6
0,73,1,0,0.34,1,137.1,102,45.4,10.54,11.1,46,2088.4
0,95,1,0,0,0,198.4,113,54,11.8,10.1,50,2700
0,21,1,1,3.48,3,132.7,94,74.8,10.23,12.9,62,4637.5999999999995
0,163,1,1,3.73,2,219.6,99,93.3,10.52,13.8,58,5411.4
0,57,1,0,0,0,169.6,96,49,11.74,11.2,69,3381
0,104,0,0,0,4,160.4,73,53,14.7,12.6,32,1696
0,83,1,1,3.02,0,95,89,61.2,8.4,11.2,72,4406.4000000000005
0,141,1,0,0.24,2,160.1,87,52.4,12.84,7,63,3301.2
0,95,1,0,0,3,194.6,114,53,11.64,3.8,33,1749
1,184,1,0,0,1,236.4,73,65,14.37,13.8,51,3315
0,74,1,0,0,2,157.1,95,45,10.66,7.6,56,2520
0,67,1,0,0,0,179.8,125,46,8.66,10.9,30,1380
0,104,0,0,0,0,148.2,108,39,8.09,11,57,2223
0,71,1,1,3.21,1,183.2,103,81.1,10.47,11.9,47,3811.7
1,149,1,0,0,4,119.2,88,35,8.42,12.2,11,385
0,154,1,1,2.59,0,224,102,80.9,9.6,9.6,6,485.40000000000003
0,138,1,1,2.13,0,19.5,149,37.3,7.05,7.9,14,522.1999999999999
0,117,1,0,0,1,184.8,83,53,12.43,9.6,10,530
0,130,1,0,0,1,176.3,140,48,10.05,11.3,55,2640
0,73,1,0,0,2,241.7,115,56,8.43,11.1,64,3584
0,100,1,1,2.65,0,224.7,121,90.5,14.7,9.8,52,4706
0,149,1,0,0.37,1,207.3,115,56.7,9.92,8.6,50,2835
0,29,1,0,0,2,196.8,81,48,8.4,12.7,9,432
0,131,1,0,0,1,110.9,74,29,5.78,15.8,57,1653
0,153,1,0,0,2,122.5,145,45,13.67,8,69,3105
0,84,1,0,0.14,2,226.9,144,57.4,10.08,13.2,35,2009
0,133,1,0,0,2,187,65,44,7.07,10,57,2508
0,112,1,0,0,0,170.5,113,46,9.66,11.2,64,2944
0,87,1,0,0,0,204.8,101,49,8.05,9.5,54,2646
0,72,1,0,0,2,165.9,114,49,11.8,12,1,49
1,66,1,0,0,4,154,133,44,9.95,9.5,52,2288
0,65,1,1,2.4,1,158.1,104,79,16.11,8.9,28,2212
0,74,1,0,0.45,2,225.2,93,61.5,10.76,9.1,39,2398.5
1,116,1,0,0,6,159.4,79,43,8.98,9.7,5,215
0,68,1,0,0.2,2,172.7,95,44,6.96,11.7,53,2332
0,68,1,0,0.11,3,222.8,99,54.1,8.79,11,55,2975.5
0,54,0,0,0,1,214.1,77,57,12.03,10.1,50,2850
0,99,1,0,0,1,54.8,92,25,8.65,7.5,52,1300
0,107,1,0,0,3,134,104,38,8.73,7.3,65,2470
0,124,1,0,0,1,184.8,74,47,8.76,10.5,67,3149
0,95,1,1,3.05,3,283.1,112,103.5,14.31,11.3,72,7452
1,173,1,0,0,0,291.8,143,68,10.72,9.9,44,2992
0,110,1,0,0.3,1,222.7,94,50,5.29,13.5,10,500
0,102,1,0,0,0,174.5,79,50,11.84,8.5,12,600
0,130,1,0,0,0,68.4,86,29,9.67,10.4,63,1827
0,91,1,1,2.59,1,273,78,90.9,10.78,9.6,47,4272.3
1,64,0,0,0,1,225.3,134,48,5.41,17.3,39,1872
0,176,1,1,1.94,1,283.2,130,81.4,8.13,7.2,34,2767.6000000000004
1,93,0,0,0,1,131.4,78,42,10.99,11.1,63,2646
0,84,1,1,2.89,1,89.7,87,56.9,6.93,10.7,51,2901.9
0,138,1,0,0,3,127.1,102,43,12.39,5,22,946
0,101,1,1,2.89,1,105.9,132,66.9,11.59,10.7,46,3077.4
0,136,1,0,0.3,2,142.3,79,41,7.9,6,9,369
0,111,1,0,0.25,2,191.3,80,47.5,6.93,6.4,21,997.5
0,132,1,1,3.7,0,201.9,93,85,7.82,13.7,54,4590
0,128,1,0,0.36,3,247.3,91,61.6,9.14,14.7,25,1540
0,92,1,1,2.4,1,242.2,96,79,7.99,8.9,26,2054
1,197,0,0,0.12,5,127.3,80,42.2,11.12,13.7,1,42.2
0,191,1,0,0,1,162,104,49,12.06,10.9,25,1225
0,99,1,1,2.86,2,179.1,93,79.6,11.92,10.6,6,477.59999999999997
0,106,1,1,3.32,3,197.4,125,78.2,6.17,12.3,5,391
0,88,1,0,0.29,2,148.2,82,54.9,15.44,6.4,37,2031.3
0,78,1,0,0,0,193.1,85,48,8.61,10.2,5,240
0,98,1,0,0.16,1,171.7,99,46.6,8.74,7.8,46,2143.6
0,17,1,1,2.19,1,198.5,123,78.9,13.53,8.1,60,4734
0,56,1,1,3.43,1,121.7,87,71.3,9.2,12.7,15,1069.5
0,84,1,0,0.16,2,130.2,105,47.6,13.9,14,26,1237.6000000000001
0,95,1,0,0,2,203.4,96,49,8.43,13.7,58,2842
0,16,1,0,0,5,174.7,83,54,14.04,10.5,69,3726
1,76,0,0,0.34,1,241,120,64.4,11.59,9.9,29,1867.6000000000001
0,93,1,0,0.21,0,141.7,95,45.1,11.05,10.2,51,2300.1
0,83,1,0,0,2,134.8,96,38,8.36,7.7,20,760
0,123,1,0,0,1,163.1,119,49,12.47,9,39,1911
0,64,1,0,0.31,1,145.5,116,48.1,11.42,8.9,11,529.1
1,82,1,0,0,0,329.8,73,74,10.42,10.6,24,1776
0,107,1,0,0,2,194.5,97,49,9.32,12.7,33,1617
0,110,1,0,0,1,131.9,93,46,13.64,7.1,61,2806
0,96,1,1,2.3,1,150,91,63,7.97,8.5,63,3969
0,47,1,1,3.48,2,196.6,93,88.8,12.07,12.9,36,3196.7999999999997
0,115,1,0,0,2,99.7,107,30,7.26,14.1,24,720
0,69,1,0,0.27,3,143.6,88,39.7,7.09,10.8,55,2183.5
0,163,1,1,3.32,2,231.9,56,91.2,10.59,12.3,44,4012.8
0,90,1,0,0,3,37.8,80,20,7.77,14.2,51,1020
0,98,1,0,0,3,72.8,107,29,9.32,10.5,27,783
0,90,1,1,3.08,1,94.8,89,65.8,10.96,11.4,10,658
0,174,1,1,3.35,1,221.8,143,89.5,10.53,12.4,27,2416.5
1,95,1,0,0,2,269,120,66,11.69,7.3,32,2112
1,79,1,0,0.31,1,268.3,114,65.1,9.28,6.3,29,1887.8999999999999
0,123,1,1,3.38,1,198.7,127,88.8,12.45,12.5,53,4706.4
1,99,1,0,0,7,115.5,75,39,10.91,11.5,7,273
0,114,1,0,0,2,202.1,100,51,9.79,13.3,70,3570
0,141,1,0,0,1,215.6,113,54,10.03,12.4,67,3618
0,132,1,0,0,1,169.9,107,47,10.47,11.5,46,2162
0,133,1,0,0,0,201.7,85,49,8.47,6,49,2401
0,133,1,0,0,4,221.1,133,52,8.01,8.4,12,624
0,93,1,1,2.54,2,218.7,117,72.4,5.75,9.4,8,579.2
1,34,1,0,0.29,2,293.7,89,76.9,13.63,11,62,4767.8
1,140,1,0,0,4,120.3,108,41,12.02,7.7,9,369
0,96,1,1,3,2,175.8,96,78,10.33,11.1,7,546
1,144,1,0,0,1,278.5,95,68,12.04,11.6,64,4352
0,24,1,1,1.94,3,236.3,105,76.4,9.54,7.2,32,2444.8
0,54,1,0,0,1,273.8,113,57,5.98,11.7,69,3933
1,50,1,0,0,5,131.1,129,36,8.03,5.6,7,252
0,92,1,1,3.02,4,167.4,83,81.2,12.93,11.2,13,1055.6000000000001
0,96,1,0,0,3,197.7,68,55,12.53,10.5,11,605
0,146,1,0,0,2,169.5,93,49,11.55,9,25,1225
0,138,0,1,3.16,0,225.2,116,85.6,8.67,11.7,1,85.6
0,102,1,0,0,4,174.5,73,48,10.69,10.3,61,2928
1,76,1,0,0.36,5,129.7,84,41.6,8.88,7.5,15,624
0,99,1,0,0,3,200,66,44,5.4,11.4,36,1584
0,83,1,1,3.59,0,95.9,87,74.9,13.08,13.3,30,2247
0,36,1,1,2.46,1,152.8,110,71.6,12.14,9.1,71,5083.5999999999995
0,70,1,0,0,1,129.9,102,40,10.44,14.3,3,120
1,109,0,0,0,2,268.4,85,59,7.53,9.7,47,2773
0,100,1,0,0,2,188.5,152,45,7.42,15.2,71,3195
0,104,1,0,0.24,1,170.6,97,45.4,8.11,6.1,9,408.59999999999997
0,106,1,0,0,1,191.4,124,50,10.04,8.2,59,2950
0,84,1,0,0,1,75.3,96,29,9,12.3,62,1798
0,80,1,0,0.4,2,149.8,123,53,13.82,10.9,68,3604
0,100,1,0,0,1,115.9,87,30,5.57,7.1,64,1920
0,99,1,0,0,2,128.8,86,40,10.2,14.1,36,1440
0,50,1,0,0,1,131.7,108,41,10.83,11,39,1599
0,105,1,0,0,1,101.4,48,31,7.96,12.2,58,1798
0,113,1,1,2.57,4,149,104,71.7,11.79,9.5,72,5162.4000000000005
0,111,1,1,3.62,2,96.8,123,67.2,8.53,13.4,5,336
0,161,1,0,0,2,107.5,121,41,12.82,12.6,21,861
1,70,1,0,0,0,232.8,95,66,15.17,12.9,28,1848
0,97,1,1,2.24,3,121.1,105,65.4,13.01,8.3,34,2223.6000000000004
0,130,1,0,0,0,124.3,70,45,13.54,3.5,31,1395
0,92,1,0,0,1,157.7,101,53,14.93,13.8,53,2809
0,119,1,0,0,0,124.3,68,39,10.36,14.8,39,1521
1,115,1,0,0,1,286.4,125,67,10.29,6.9,52,3484
0,134,1,0,0,0,141.7,95,42,10.28,8.8,9,378
0,127,1,1,1.3,0,173,91,64,12.29,4.8,45,2880
1,80,1,0,0,2,268.7,120,72,15.05,5.8,15,1080
0,153,1,1,2.54,0,218.5,130,74.4,6.71,9.4,38,2827.2000000000003
0,85,1,0,0,3,255.3,114,60,9.73,3.7,66,3960
0,79,1,0,0,1,41.9,124,26,10.55,11.4,17,442
0,35,1,0,0,1,260.8,87,67,12.91,5.8,27,1809
0,120,1,1,2.08,0,239.4,94,83.8,12.97,7.7,20,1676
0,68,1,0,0.33,0,226.7,94,56.3,8.42,10.2,11,619.3
1,60,1,0,0,1,179.3,147,49,10.45,13.5,58,2842
0,120,1,0,0,1,158,110,44,9.85,10,30,1320
0,71,1,1,3.81,1,175.7,82,90.1,12.95,14.1,47,4234.7
0,124,1,0,0,3,157.4,107,42,8.39,8.8,6,252
1,23,1,0,0,1,113.1,74,34,8.44,6.9,28,952
0,225,1,0,0,1,182.7,142,53,12.33,8.8,35,1855
1,181,0,0,0.21,0,161.3,83,40.1,6.22,14.1,46,1844.6000000000001
0,63,1,0,0,2,142.5,92,42,10.42,7.5,64,2688
1,54,0,0,0.38,2,190.5,108,58.8,12.99,9.7,49,2881.2
0,80,0,1,3.21,1,159.3,110,74.1,8.53,11.9,45,3334.4999999999995
0,118,0,1,2.48,1,153.8,106,61.8,6.17,9.2,5,309
0,42,0,0,0,2,180.7,127,46,8.73,12,61,2806
0,134,1,0,0,0,202.7,105,54,11.25,12.1,32,1728
0,66,1,1,2.4,0,190.8,100,79,13.07,8.9,53,4187
0,66,1,0,0.31,2,205.1,102,58.1,11.64,9.2,72,4183.2
0,127,1,1,2.08,1,235.6,124,81.8,11.84,7.7,21,1717.8
0,146,1,0,0,0,189.3,77,46,7.8,7.4,8,368
0,93,1,1,3.11,1,166.9,101,83.1,13.66,11.5,1,83.1
1,77,1,0,0,0,245.2,87,64,12.71,7.5,2,128
1,111,1,0,0,4,132.6,125,42,11.06,12.7,58,2436
0,125,1,0,0,2,182.3,64,43,6.99,11.6,61,2623
0,115,1,1,2.84,2,192.3,86,69.4,4.44,10.5,41,2845.4
1,115,0,0,0,2,122,110,40,11.01,10.8,23,920
0,114,1,0,0,2,193,101,55,12.5,9.6,8,440
0,106,1,0,0,0,158.6,112,46,11,9.1,63,2898
0,118,1,1,3.43,2,91.5,125,69.3,11,12.7,60,4158
0,59,1,0,0.19,1,153.6,92,45.9,10.28,12.5,65,2983.5
0,87,0,1,3.11,1,221.6,79,83.1,7.86,11.5,19,1578.8999999999999
0,21,1,0,0.3,1,244.7,81,59,8.4,6.6,10,590
0,142,1,1,2.57,0,239.8,103,91.7,14.3,9.5,16,1467.2
0,62,1,0,0,0,172.4,132,49,11.53,11,63,3087
1,149,1,0,0,3,242.5,83,63,12.27,10,24,1512
0,54,1,1,3.05,2,117.6,82,64.5,7.96,11.3,58,3741
0,112,1,0,0,1,174.5,127,52,12.97,11.3,68,3536
0,68,1,0,0,1,157.3,83,46,11.05,12,9,414
0,201,1,1,4.08,1,192,97,93.8,11.96,15.1,72,6753.5999999999995
0,88,1,0,0,1,218.2,76,52,8.47,8,8,416
0,85,1,1,2.94,1,144.6,97,66.4,7,10.9,50,3320.0000000000005
1,51,0,0,0,0,153.6,108,46,11.65,14.1,57,2622
0,45,1,1,2.13,2,135.8,104,63.3,11.13,7.9,16,1012.8
0,116,1,0,0,0,160.7,69,40,7.34,8.2,36,1440
0,146,1,1,2.11,1,202.5,91,76.1,12.07,7.8,30,2283
0,63,1,1,3.32,1,152.2,119,79.2,11.36,12.3,31,2455.2000000000003
0,133,1,0,0,0,227.4,90,45,3.66,4.7,4,180
0,125,1,0,0,2,191.6,115,51,10.28,9.2,10,510
0,72,1,0,0,1,138.9,111,42,10.58,10.8,5,210
0,130,1,0,0.18,0,127,102,41.8,10.35,6.1,12,501.59999999999997
0,97,1,0,0,1,168.6,87,51,12.96,7.3,28,1428
1,54,1,0,0,1,286.6,73,68,11.16,11.5,59,4012
0,160,1,1,4.1,1,164.6,121,92,13.14,15.2,28,2576
0,79,1,0,0.24,1,144,90,39.4,6.79,13,13,512.1999999999999
0,92,1,1,2.75,0,141.6,95,69.5,10.4,10.2,53,3683.5
0,59,1,0,0,1,204.3,65,56,12.37,12,2,112
0,132,1,0,0.32,1,163.2,80,45.2,8.38,6.2,46,2079.2000000000003
0,21,1,0,0,0,225,110,60,12.21,10.7,38,2280
0,93,1,0,0.23,2,176.1,103,49.3,9.99,8.5,65,3204.5
0,147,1,1,3.73,5,254.2,78,100.3,11.41,13.8,55,5516.5
0,101,1,0,0,1,174.9,105,52,13.1,8.5,63,3276
1,125,0,0,0,0,187.3,118,46,8.04,9.6,29,1334
0,63,1,0,0.27,3,211.8,84,58.7,11.55,10.7,24,1408.8000000000002
0,107,1,0,0,0,241.9,102,52,6.35,11.7,21,1092
0,110,1,0,0,3,196.1,103,51,9.99,12.9,12,612
0,83,1,0,0,3,231.3,100,58,10.52,12.4,61,3538
0,117,1,0,0.42,1,161.6,104,49.2,9.82,13.8,45,2214
0,124,1,0,0,0,194,103,54,12.05,11.9,23,1242
0,115,1,0,0,3,109.7,148,38,11.19,15.4,49,1862
0,156,0,0,0.2,1,277,119,70,11.92,8.3,55,3850
0,89,1,0,0.15,0,192.1,83,48.5,8.18,6.1,53,2570.5
0,72,1,0,0,0,198.4,147,53,10.85,13.1,49,2597
0,101,1,1,2.57,0,209.2,82,75.7,7.99,9.5,20,1514
0,53,1,0,0,2,184.8,98,50,10.82,18.4,2,100
0,116,1,0,0,2,167.8,119,41,7.1,7.3,53,2173
0,78,1,0,0,3,139.2,140,40,9.57,11.8,23,920
0,117,1,1,1.19,0,221.3,82,63.9,8.38,4.4,71,4536.9
0,56,1,0,0,1,121.6,84,35,8.27,8.9,45,1575
0,123,1,1,4.16,1,270.4,99,108.6,12.26,15.4,25,2715
0,127,1,0,0,2,139.6,94,45,12.05,8.8,43,1935
0,116,1,1,3.19,2,253,78,86.9,6.95,11.8,48,4171.200000000001
0,138,1,1,4.05,1,183.9,83,92.5,12.04,15,3,277.5
0,120,1,0,0,3,203.3,108,57,13,7.8,39,2223
0,102,1,0,0,3,200.6,106,48,7.63,7.7,57,2736
0,95,1,0,0,2,167.6,96,44,8.8,13.4,15,660
0,102,1,0,0,2,156.5,67,44,10.22,9.9,52,2288
0,89,1,1,2.86,1,215.1,140,82.6,9.87,10.6,1,82.6
0,50,1,0,0.21,1,301.7,82,68.1,8.36,10.5,18,1225.8
0,93,1,1,3.05,7,152.3,90,79.5,13.38,11.3,69,5485.5
0,68,1,0,0,1,195.4,116,52,10.61,15.1,8,416
0,70,1,0,0,2,208.7,97,59,13.78,8,10,590
0,138,1,1,3.83,0,190.1,87,90.3,11.16,14.2,18,1625.3999999999999
0,141,1,1,2.16,4,185.4,87,68.6,8.93,8,17,1166.1999999999998
0,112,1,1,2.62,0,183.2,95,79.2,12.64,9.7,29,2296.8
1,117,0,0,0,1,54.2,100,35,15.16,8.6,1,35
0,1,1,1,2.19,1,208,115,73.9,9.25,8.1,14,1034.6000000000001
0,70,1,0,0,1,230.3,110,46,3.9,13.2,41,1886
0,87,1,1,1.92,2,240.8,102,67.2,3.8,7.1,2,134.4
0,52,1,1,1.43,2,195.7,119,57.3,5.31,5.3,12,687.5999999999999
1,97,1,0,0.4,0,276.1,82,69,10.06,8.9,3,207
0,105,1,0,0,2,166.1,93,44,8.8,16.2,16,704
1,77,1,1,3.11,4,135.9,117,75.1,12.23,11.5,52,3905.2
1,80,0,0,0,2,189.1,122,52,11.16,13.9,51,2652
0,120,1,1,3.11,1,177.9,117,77.1,8.76,11.5,41,3161.1
0,54,1,1,3.38,2,143.9,73,76.8,10.52,12.5,2,153.6
0,148,0,0,0,2,148.2,138,39,7.98,8.6,70,2730
1,119,1,0,0,2,287.1,115,63,7.97,13.9,50,3150
1,162,1,1,2.51,1,179.7,144,75.1,10.91,9.3,63,4731.299999999999
1,85,1,0,0,5,165.8,96,45,9.5,10.9,70,3150
0,101,1,1,3.92,1,144.1,144,78.2,8.38,14.5,28,2189.6
0,172,1,0,0,0,172.5,85,51,12.66,5.9,48,2448
0,80,1,0,0,1,199.8,138,49,8.36,5.5,51,2499
0,67,1,0,0,2,109.1,134,31,7.12,10.9,62,1922
0,86,1,0,0,1,171.8,106,55,15.09,9.7,40,2200
1,107,1,0,0,1,222.3,101,63,14.3,12.1,55,3465
0,133,1,0,0,0,245.8,102,65,13.24,11.2,20,1300
0,116,1,0,0,0,164.6,110,51,13.53,8,19,969
0,63,1,0,0.36,0,211.7,107,63.6,13.59,7.4,67,4261.2
1,119,0,1,2.08,0,147.2,103,59.8,8.01,7.7,59,3528.2
1,133,0,0,0,0,254.7,103,65,12.61,8,53,3445
0,94,0,0,0,1,170.1,113,53,13.59,8.7,50,2650
0,69,1,0,0.41,0,195.1,91,60.1,13.08,11.4,53,3185.3
1,146,1,0,0,7,149.3,83,42,9.36,7.9,66,2772
1,119,1,0,0,2,81.9,75,36,12.69,8.9,20,720
0,142,0,1,2.65,0,191.1,109,72.5,7.48,9.8,15,1087.5
0,123,1,0,0,3,206.9,115,55,11.22,8.3,36,1980
1,101,1,0,0,1,239,156,64,13.65,13.5,11,704
0,43,1,0,0.35,0,179.3,97,55.5,12.64,8,62,3441
0,69,1,0,0,0,185.3,91,51,10.96,5.5,40,2040
0,15,0,0,0,2,141.4,80,35,6.2,8.1,24,840
0,107,1,1,3.24,1,248.6,91,85.4,5.97,12,71,6063.4000000000005
0,67,1,0,0,2,152.5,131,48,12.62,4.9,64,3072
0,99,1,0,0.28,1,145.6,102,47.8,11.55,11.4,35,1673
0,46,1,0,0,1,164.2,116,45,9.81,8.1,12,540
0,55,0,0,0,1,221,115,52,8.27,9.7,27,1404
1,39,1,0,0,1,295.4,126,70,11.61,11.5,59,4130
0,92,1,0,0,2,139.8,98,39,8.75,9.4,46,1794
1,56,1,0,0.16,4,162.3,99,42.6,7.46,14.8,54,2300.4
1,76,1,0,0,0,272.7,97,67,11.82,7.7,45,3015
0,132,0,1,3.48,2,200.3,75,88.8,11.33,12.9,39,3463.2
0,140,1,1,3,1,157.1,77,72,8.62,11.1,20,1440
0,51,0,1,3.32,2,135.8,60,74.2,10.03,12.3,28,2077.6
0,27,1,0,0.16,1,236.7,110,61.6,11.6,12.7,7,431.2
0,224,1,0,0.21,3,111.4,133,36.1,8.75,5.5,30,1083
1,105,0,1,3.97,0,156.1,89,75.7,5.36,14.7,43,3255.1
0,117,1,0,0,2,191.1,93,57,14.14,12,32,1824
1,91,1,0,0,1,153,123,38,7.06,10.3,52,1976
0,135,1,0,0,4,218.8,123,58,12.14,10.3,63,3654
0,146,1,0,0,3,205.4,101,47,6.75,10.3,10,470
1,147,0,0,0,0,225.2,111,54,9.25,9.9,16,864
1,68,1,0,0,2,249.9,127,65,12.73,8.9,47,3055
0,68,1,0,0.41,3,131.6,89,39.1,6.85,10.2,4,156.4
0,86,1,1,2.73,0,197.9,99,75.3,8.28,10.1,44,3313.2
0,131,1,0,0,1,166.5,129,47,10.51,9.9,37,1739
0,86,1,1,3.48,1,225.4,79,89.8,9.36,12.9,45,4041
1,159,1,0,0,2,275.8,103,63,9.48,7.4,32,2016
0,134,1,1,2.92,1,142.9,105,61.2,4.43,10.8,20,1224
0,113,1,0,0,1,207.2,113,57,12.8,9.9,57,3249
0,132,1,0,0,1,206.2,100,53,10.56,10.2,20,1060
0,85,1,0,0,1,210.3,66,53,9.79,11.2,1,53
1,93,0,1,3.78,1,225.7,117,86.8,5.98,14,67,5815.5999999999995
1,174,1,1,3.92,4,167.8,91,85.2,10.27,14.5,11,937.2
0,61,1,0,0,2,197.7,118,47,7.61,7,58,2726
0,91,1,1,2.94,1,169.8,105,64.4,3.26,10.9,29,1867.6000000000001
0,88,1,1,2.65,2,190.6,104,79.5,11.87,9.8,57,4531.5
0,88,1,1,3.46,2,80.3,140,61.6,7.67,12.8,63,3880.8
0,195,1,1,3.27,0,231.7,110,91.7,11.26,12.1,37,3392.9
0,182,1,0,0,0,69.1,114,32,11.52,6.5,30,960
0,118,1,0,0,4,188.8,60,51,10.87,8.2,47,2397
1,103,1,0,0,8,150.6,125,40,8.46,10.4,35,1400
0,65,1,0,0.28,2,192,89,47.8,6.98,5.5,33,1577.3999999999999
0,61,1,1,2.67,3,163.7,78,64.7,5.66,9.9,68,4399.6
0,172,1,0,0,1,211.7,100,53,9.94,6.5,21,1113
0,72,1,0,0,1,175.5,103,42,6.62,11.8,51,2142
0,113,1,0,0,2,150.1,120,43,10.01,11,36,1548
0,177,1,0,0,1,189.5,99,48,8.82,14.2,18,864
1,100,1,0,0,6,70.8,94,31,10.78,9.5,55,1705
0,67,1,0,0.35,1,215.5,102,56.5,9.54,8.6,45,2542.5
0,136,1,0,0,3,101.7,105,35,10.14,9.4,36,1260
0,71,1,0,0.23,4,258.4,132,57.3,6.34,9.7,53,3036.8999999999996
0,134,1,0,0,1,242.4,126,55,7.65,11.8,44,2420
0,124,1,0,0,1,131.8,82,47,14.22,11.3,47,2209
0,84,1,0,0.26,2,190.2,102,52.6,9.89,9.8,67,3524.2000000000003
0,39,1,0,0,2,154.1,104,44,10.21,9.8,41,1804
0,110,1,0,0,3,188,127,40,4.53,15.3,59,2360
0,102,1,0,0,1,103.1,70,41,13.75,11.2,52,2132
0,70,1,0,0,0,175.4,130,44,7.98,11.6,63,2772
0,142,1,0,0,1,145.4,93,43,10.46,10.9,58,2494
0,81,0,0,0,1,250.6,85,59,9.4,7.8,1,59
0,17,1,0,0,1,161.5,123,46,10.71,8.6,32,1472
1,119,1,0,0,1,260.1,101,67,12.83,10,65,4355
1,105,1,0,0,0,281.3,124,74,15.08,8.7,39,2886
1,108,0,1,3.67,3,130.1,90,73.7,8.35,13.6,36,2653.2000000000003
0,90,1,0,0,2,102,118,27,5.67,11.4,19,513
0,100,1,1,3.27,1,218.7,104,83.7,7.75,12.1,58,4854.6
0,155,1,1,1.84,1,128.5,86,56.4,9.42,6.8,27,1522.8
1,113,1,0,0,2,128.7,100,42,11.36,9.2,22,924
0,123,1,0,0.36,1,172.2,92,47.6,8.13,8.7,60,2856
0,145,1,0,0,1,199.2,124,45,6.3,7.6,41,1845
0,42,1,0,0,2,184.5,98,49,10.03,8.8,56,2744
0,125,1,0,0,0,168.6,99,44,8.78,10.9,46,2024
0,131,1,1,1.81,1,174,118,66.1,10.27,6.7,28,1850.7999999999997
0,107,1,0,0,1,230.4,65,62,12.87,8.5,45,2790
0,48,1,0,0,1,198.2,73,51,10.14,5.1,31,1581
0,76,1,0,0,0,186.1,96,50,10.58,8,7,350
0,128,1,0,0,1,148.5,105,46,12.15,6.8,57,2622
0,73,1,0,0,0,157.1,109,50,13.44,10,22,1100
1,52,1,0,0,4,155,110,38,6.67,7,66,2508
0,126,0,1,2.59,1,129.3,123,62.9,8.83,9.6,37,2327.2999999999997
0,124,1,0,0,1,188.5,77,48,9.1,6.1,11,528
0,137,1,0,0,0,208.8,120,55,11.27,11.1,45,2475
1,71,1,0,0,0,238,82,65,13.93,11.8,4,260
0,139,1,0,0,0,211.1,103,54,10.35,5.6,29,1566
0,107,1,1,3.4,3,198.9,87,86,10.35,12.6,55,4730
0,147,1,0,0.33,1,212.8,79,57.3,10.21,10.2,16,916.8
0,116,1,0,0,3,137.4,126,34,6,12.4,40,1360
0,60,1,1,3.46,2,191.8,75,90.6,13.39,12.8,12,1087.1999999999998
0,38,1,0,0,0,149,92,30,2.46,13.9,6,180
0,63,1,0,0,3,117.1,118,42,12.48,11.1,6,252
0,94,1,0,0,3,108,79,39,12.1,10.4,18,702
0,131,1,0,0,0,112.8,133,37,9.97,10.1,33,1221
0,158,1,0,0.33,1,175.9,105,49.3,9.42,11,13,640.9
1,139,1,0,0,1,236.6,109,55,8.5,11.1,72,3960
0,77,1,0,0,1,169.4,102,45,9.25,2,26,1170
0,140,1,0,0.28,3,129.6,79,45.8,12.31,9.4,1,45.8
0,72,1,0,0,1,177.1,97,46,9.24,8,32,1472
